id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1531000030,2015-03-23,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,720000
4232902595,2014-11-14,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,940000
5036300431,2015-03-11,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,1100000
6021501535,2014-12-23,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,700000
1483300570,2014-09-08,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,905000
1952200240,2014-06-11,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,850830
7214720075,2014-12-12,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,699950
2450000295,2014-10-07,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,1090000
1853000400,2015-03-05,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,680000
3626039325,2014-11-21,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,740500
7278700070,2015-01-02,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,660000
3275860240,2014-06-18,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,770000
4389200955,2015-03-02,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,1450000
2331300505,2014-06-13,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,822500
9545240070,2015-04-28,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,660500
1243100136,2014-06-12,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,784000
2767602356,2015-01-26,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,675000
4232901525,2014-06-27,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,665000
1526069017,2014-12-03,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,921500
809001525,2014-06-25,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,890000
7855801670,2015-04-01,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,2250000
7215720160,2015-03-04,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,900000
1836980160,2015-03-24,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,807100
3261020370,2014-06-05,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,653000
1762600070,2015-01-16,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,917500
1687900520,2014-09-29,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,673000
11510310,2014-09-05,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,835000
825059270,2014-11-21,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,1100000
2287000060,2014-09-12,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,799000
3456000310,2014-08-04,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,840000
9526600140,2014-09-19,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,677900
46100204,2015-02-21,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953,1510000
1250202145,2014-08-28,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,1070000
5611500140,2014-08-22,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,686000
8096000060,2015-04-13,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,655000
1762600320,2014-06-10,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,1030000
326069104,2014-07-01,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,1993,0,98077,47.7641,-122.023,2920,148539,800000
2025069065,2014-09-29,4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,2400000
1873100060,2014-08-29,4,2.5,2460,4425,2.0,0,0,3,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,693000
8722101360,2014-12-02,3,1.0,1660,4400,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,780000
7960900060,2015-05-04,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060,2900000
4054500390,2014-10-07,4,4.75,5310,57346,2.0,0,0,4,11,5310,0,1989,0,98077,47.7285,-122.042,4180,47443,1370000
1126049053,2014-11-13,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014,0,98028,47.7618,-122.261,1860,12136,770000
7424700045,2015-05-13,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,2050000
7202360350,2014-06-30,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,780000
9552700140,2014-07-02,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300,675000
9510920070,2014-07-10,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,1994,0,98075,47.5951,-122.017,3150,11374,879000
3225069065,2014-06-24,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,2002,0,98074,47.6053,-122.077,4550,19508,3080000
5016001535,2015-02-17,3,1.75,1920,3300,1.0,0,0,4,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000,725000
3204800200,2015-01-08,4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330,665000
3416600800,2015-02-09,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,0,98144,47.601,-122.294,2440,5750,834000
1860600135,2014-05-02,5,2.5,3650,9050,2.0,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,2380000
4139480200,2014-06-18,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,1380000
4139480200,2014-12-09,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,1400000
325059286,2014-05-13,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384,819900
1959700550,2014-09-05,4,2.0,2050,4400,1.5,0,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,740000
9542850320,2014-07-25,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004,790000
3179100060,2014-09-16,4,3.5,2800,6750,2.0,0,0,3,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120,880000
191100045,2014-07-03,4,2.0,2490,9525,2.0,0,0,5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,940000
2877103726,2014-07-22,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,791500
1115300070,2014-11-06,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066,684000
2757000030,2014-09-22,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,855000
325059171,2014-05-05,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,900000
952003285,2014-08-05,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,679900
7855801090,2014-09-17,5,2.5,3040,9570,1.0,0,2,4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800,795000
6116500075,2015-03-26,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449,673000
1118500030,2014-10-01,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455,810000
424069250,2015-04-23,4,2.75,2440,69415,1.0,0,0,4,8,1910,530,1989,0,98075,47.5944,-122.042,2770,24361,785000
98020310,2014-05-20,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447,730000
624111000,2014-08-05,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142,950000
713500030,2014-07-28,5,3.5,4800,14984,2.0,0,2,3,11,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009,1350000
8651600160,2014-11-11,4,2.25,2510,11585,2.0,0,0,4,8,2510,0,1969,0,98040,47.5483,-122.226,2450,9691,799000
1653500070,2014-05-12,4,2.75,3300,12090,2.0,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,927000
1923000030,2014-07-28,4,2.5,3840,16619,2.0,0,1,4,10,3840,0,1983,0,98040,47.5634,-122.213,3600,16553,1120000
1560930070,2014-09-11,4,3.5,2840,40139,1.0,0,4,4,10,2840,0,1986,0,98038,47.401,-122.026,3180,36852,840000
8678500060,2014-07-10,5,4.25,6070,171626,2.0,0,0,3,12,6070,0,1999,0,98024,47.5954,-121.95,4680,211267,1550000
9808650060,2015-02-25,3,2.0,2350,15021,1.0,0,0,4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715,1300000
2944010240,2014-09-08,4,3.0,4040,19700,2.0,0,0,3,11,4040,0,1987,0,98052,47.7205,-122.127,3930,21887,988000
3454000060,2014-07-22,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,1922,0,98103,47.6636,-122.33,1810,3277,1000000
2268400350,2014-09-16,4,2.5,1710,9627,1.0,0,0,3,9,1440,270,1976,2014,98006,47.559,-122.164,2140,9131,749000
7504101040,2014-08-21,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398,722500
11500890,2015-03-12,3,2.5,3130,8750,2.0,0,0,3,10,3130,0,1991,0,98052,47.6954,-122.103,2860,9003,843000
2024069128,2014-11-10,3,2.5,3545,9816,1.0,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704,1030000
4055700030,2015-05-02,3,4.5,3970,24920,2.0,0,2,3,10,3260,710,1977,1999,98034,47.7183,-122.258,2610,13838,1450000
1324059104,2015-04-21,3,2.75,2360,16117,1.0,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.121,2120,16117,691100
2287000030,2014-10-14,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,811000
2122039094,2014-11-26,3,3.0,1970,20978,2.0,1,3,4,9,1770,200,1980,0,98070,47.3844,-122.438,2280,75396,705000
6154500070,2014-06-26,4,3.5,3450,7832,2.0,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567,1050000
8651611170,2015-02-13,3,4.25,3840,6161,2.0,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709,868700
8820902200,2014-11-13,4,2.75,4110,8400,2.0,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400,1200000
8651610890,2014-10-14,4,3.25,4190,10259,2.0,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919,1150000
1853080570,2014-08-11,4,2.75,3390,6298,2.0,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111,859900
6189200125,2015-03-25,3,3.0,2990,9773,2.0,0,0,4,8,2990,0,1973,0,98005,47.6344,-122.174,2230,11553,849950
2625069070,2015-04-10,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319,1390000
9286000240,2014-07-11,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793,1070000
8691370400,2014-12-16,4,2.75,2810,7302,2.0,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302,699900
5423010350,2015-02-10,5,2.5,3400,9500,2.0,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.082,3080,11081,1280000
3760000030,2014-10-30,5,2.5,2820,14062,2.0,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392,669950
4432600075,2015-01-28,4,2.0,2110,4140,2.0,0,0,3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420,725000
1245002952,2014-10-15,4,2.5,2770,7800,2.0,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000,1200000
3885805665,2014-06-12,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,2006,0,98033,47.6821,-122.196,2160,7200,1490000
7322910030,2014-07-21,5,3.5,4410,57063,2.0,0,0,4,9,4410,0,1990,0,98053,47.6554,-122.018,2900,50529,1100000
925059288,2015-05-07,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.173,2080,8615,750000
4386700135,2014-11-14,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323,2250000
1923069078,2014-08-05,4,3.25,3180,194278,2.0,0,0,3,10,3180,0,2005,0,98059,47.4711,-122.084,2200,178160,890000
4348800030,2014-11-21,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121,727500
3225079035,2014-06-18,6,5.0,6050,230652,2.0,0,3,3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971,1600000
339500160,2014-10-08,3,1.75,2500,36947,1.0,0,0,3,9,2500,0,1984,0,98052,47.6917,-122.084,2590,28837,662000
4403600270,2015-02-24,4,3.25,4740,76230,2.0,0,0,3,10,4740,0,1987,0,98075,47.5931,-122.071,3340,49206,970000
622049114,2015-02-18,3,2.5,5403,24069,2.0,1,4,4,12,5403,0,1976,0,98166,47.4169,-122.348,3980,104374,2130000
2944000240,2015-04-22,4,2.5,3350,29242,2.0,0,0,3,11,3350,0,1988,0,98052,47.7197,-122.131,3920,24728,910000
4139400710,2014-05-23,4,2.5,2380,9614,2.0,0,0,4,10,2380,0,1991,0,98006,47.5623,-122.116,2560,9770,782000
4099500935,2014-07-23,3,1.75,2180,10221,1.0,0,2,4,7,1140,1040,1946,0,98040,47.5885,-122.248,2180,8535,705000
1373800295,2014-10-13,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680,1450000
4309710240,2014-07-22,4,2.5,2990,29170,2.0,0,3,3,9,2990,0,1999,0,98059,47.5146,-122.117,3715,29170,725000
5486800070,2014-06-20,7,3.5,4640,15235,2.0,0,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.231,3230,20697,1950000
4376700570,2015-04-27,6,1.75,2750,9563,2.0,0,0,4,8,2750,0,1973,0,98052,47.6368,-122.097,2040,9563,750000
6431500140,2014-12-17,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,2014,0,98103,47.6935,-122.352,1630,7995,880000
2725069050,2014-06-13,4,2.5,4120,22370,2.0,0,0,3,10,4120,0,1997,0,98074,47.6239,-122.023,3180,7257,863000
2436701180,2014-08-14,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000,671500
98020350,2015-01-23,4,4.0,3200,7708,2.0,0,0,3,10,3200,0,2004,0,98075,47.5816,-121.97,3480,7944,720000
1526069135,2014-12-11,4,4.0,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504,930000
2998800125,2014-07-01,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,0,98116,47.573,-122.409,2130,4920,730000
7504010570,2014-07-08,3,2.5,3180,12600,2.0,0,0,4,11,3180,0,1978,0,98074,47.6366,-122.058,3030,12835,900000
6909200575,2015-03-14,3,2.0,2060,2900,1.5,0,0,5,8,1330,730,1931,0,98144,47.5897,-122.292,1910,3900,685000
8651100140,2014-08-05,4,2.25,3200,15367,2.0,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.216,3070,15263,1220000
4379400260,2014-06-10,3,2.75,2540,4694,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344,695000
8925100390,2015-04-06,3,1.75,1900,9375,1.0,0,1,4,8,1330,570,1941,0,98115,47.6821,-122.273,2760,9375,1040000
6379500640,2015-04-09,3,1.5,3000,5750,2.0,0,0,5,9,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750,1120000
9385200045,2015-05-12,3,2.5,1660,1091,3.0,0,1,3,9,1530,130,2015,0,98116,47.5818,-122.402,1510,1352,729500
5196410260,2015-04-22,3,2.5,3180,10492,2.0,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812,1000000
3760500116,2014-11-20,3,2.5,3930,55867,1.0,1,4,4,8,2330,1600,1957,0,98034,47.7022,-122.224,2730,26324,3070000
259900160,2015-01-02,4,3.5,2770,3330,2.0,0,0,3,8,1970,800,2001,0,98052,47.6327,-122.109,2180,3380,748000
708000030,2014-09-02,3,1.5,1250,8710,1.0,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,888000
3300701615,2014-09-30,4,2.5,2630,4000,3.0,0,0,3,8,2630,0,2002,0,98117,47.6915,-122.381,1640,4000,655000
7613700521,2014-08-02,4,3.25,3160,5000,2.0,0,0,5,9,2360,800,1965,0,98105,47.6597,-122.274,2220,4000,1250000
6067910030,2015-03-16,4,2.75,2510,11880,1.0,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,664000
1959701890,2014-07-29,4,1.75,1800,4180,2.0,0,3,4,8,1800,0,1921,0,98102,47.6462,-122.318,2180,4620,865000
7852070060,2014-07-31,4,3.5,4370,18361,2.0,0,0,3,11,4370,0,2001,0,98065,47.544,-121.872,4190,13641,1150000
3526069070,2014-05-28,4,3.0,2580,209523,2.0,0,0,3,8,2580,0,1984,0,98053,47.6932,-122.006,3440,213444,799000
2346200030,2015-01-05,5,2.75,2990,6768,2.0,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768,802541
5450900060,2014-09-23,5,2.5,4570,19252,2.0,0,0,5,10,4570,0,1965,0,98040,47.5553,-122.22,3180,13314,1480000
3121500340,2014-07-12,4,2.5,2900,23488,2.0,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589,690000
7527200030,2014-12-29,5,2.5,2830,25958,1.0,0,1,5,8,1610,1220,1979,0,98075,47.5896,-122.083,2670,21567,700000
6664000030,2014-10-09,4,2.25,2240,11034,2.0,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550,980000
9349900105,2015-04-07,2,1.0,1380,5000,1.5,0,2,3,5,1380,0,1905,0,98106,47.5708,-122.359,1500,5000,795000
8820903380,2015-01-02,6,2.25,2660,13579,2.0,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242,730000
2225059214,2014-08-08,4,3.25,4670,51836,2.0,0,0,4,12,4670,0,1988,0,98005,47.635,-122.164,4230,41075,1580000
1853000510,2014-05-09,4,2.25,4230,37769,2.0,0,0,3,11,4230,0,1989,0,98077,47.7287,-122.077,3890,37034,985000
6613000140,2014-11-13,3,3.25,3400,5979,2.0,0,0,4,9,2290,1110,1937,0,98105,47.6585,-122.273,3090,6435,1300000
826069046,2014-11-07,3,2.0,2100,72745,1.0,0,0,4,9,2100,0,1995,0,98077,47.7479,-122.062,2290,54885,740000
1563102435,2014-12-10,3,1.75,2150,4200,1.0,0,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500,950000
8682300890,2014-08-28,2,2.5,2380,6600,1.0,0,0,3,8,2380,0,2010,0,98053,47.717,-122.02,1870,6600,699800
4385700765,2014-06-03,3,1.75,1370,3850,1.0,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600,850000
9323600060,2014-07-15,5,3.5,3750,9612,1.0,0,2,4,9,2030,1720,1981,0,98006,47.5511,-122.157,3270,9688,942500
9273200140,2015-01-21,2,2.25,3950,3938,2.0,0,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500,1310000
9542300320,2015-02-02,4,2.25,2400,13430,1.0,0,0,4,9,2400,0,1964,0,98005,47.5987,-122.178,2580,10077,856600
8146100270,2015-03-24,4,2.25,2490,9864,1.0,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,824000
208500160,2015-01-07,4,2.5,2430,6099,1.0,0,0,5,8,1470,960,1965,0,98115,47.6777,-122.287,2180,6099,760000
1954700695,2014-06-12,5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,98112,47.6196,-122.286,3150,8557,2250000
5693500270,2015-01-21,4,1.0,2000,4800,2.0,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452,715000
7504101230,2014-06-23,4,2.5,2810,11120,2.0,0,0,3,9,2810,0,1982,0,98074,47.6337,-122.044,3100,12672,675000
8081020370,2014-07-09,4,3.5,3550,11000,1.0,0,2,3,11,2260,1290,1999,0,98006,47.5506,-122.134,4100,10012,1360000
205000520,2014-10-06,4,2.5,3200,36276,2.0,0,0,3,9,3200,0,1993,0,98053,47.6304,-121.994,2930,33171,737500
3885805935,2014-09-26,4,2.0,1740,9000,1.0,0,0,5,8,1740,0,1958,0,98033,47.6815,-122.198,1850,7700,710000
6838800140,2015-02-24,4,3.5,4270,40097,1.0,0,0,4,12,4270,0,1993,0,98077,47.7354,-122.078,3510,36149,1100000
7855801610,2014-05-19,4,2.5,3190,8684,1.0,0,3,5,9,1680,1510,1967,0,98006,47.5619,-122.162,3160,8684,1220000
4045100075,2015-03-25,4,4.25,4890,15188,2.0,0,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201,2400000
5014600240,2014-08-14,5,2.75,2760,5000,2.0,0,0,3,9,2760,0,2005,0,98059,47.539,-122.188,2870,5030,682000
2021200370,2014-09-01,3,2.0,3010,5000,2.0,0,2,5,9,1890,1120,1931,0,98199,47.6347,-122.396,2688,5000,1100000
3362400640,2015-05-12,3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1926,0,98103,47.682,-122.348,1600,3150,825000
7300200550,2015-03-19,4,2.25,2610,24931,2.0,0,0,3,8,2610,0,1983,0,98075,47.5771,-122.05,2550,18306,659000
4037200075,2014-09-11,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,662500
8818900060,2014-11-25,4,2.0,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,4080,664000
1937300270,2015-03-03,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200,910000
6665800060,2015-03-05,3,2.0,2920,13650,1.0,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,10988,795000
7504110030,2015-02-11,4,2.5,3300,10514,2.0,0,0,3,10,3300,0,1984,0,98074,47.6323,-122.036,2820,11462,785000
7805450810,2014-05-30,3,2.25,3060,12095,2.0,0,0,3,10,3060,0,1983,0,98006,47.5611,-122.106,3060,11455,860000
2436701200,2014-09-12,3,1.75,2040,4000,2.0,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,4000,720000
7871500070,2014-06-03,4,2.5,2200,4000,2.0,0,0,5,8,1430,770,1908,0,98119,47.6402,-122.37,2100,4000,930000
3323500030,2014-06-04,5,2.5,3200,17204,1.0,0,0,3,7,2160,1040,1952,0,98004,47.6209,-122.222,4090,15732,1270000
